"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://irishealing.com/rehab-aftercare/","text/html; charset=UTF-8","200","OK","Indexable","","Addiction Aftercare Services - Los Angeles - Iris Healing®","58","511","Addiction aftercare services in Los Angeles allow clients to continue the recovery process after completing treatment. Call us at 844-663-4747!","143","876","","0","Comprehensive Rehab Aftercare for Long-Term Recovery","52","","0","Aftercare","9","Table of Contents","17","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/rehab-aftercare/","","","","","","234394","55130","55130","21.119","","1802","322","5.596","50.311","Fairly Hard","6.354","1","1","","2390","473","0","100.000","280","70","0","22","14","0","","","","","27642459cefa9326aca4a7fff3eabb8e","0.116","Fri, 19 Dec 2025 16:11:51 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/rehab-aftercare/","2026-03-11 21:10:14"
"https://irishealing.com/addiction-treatment/heroin/","text/html; charset=UTF-8","200","OK","Indexable","","Heroin Addiction Treatment Center in Woodland Hills, CA | Iris Healing","70","622","Iris Healing’s heroin addiction treatment center in Woodland Hills offers evidence-based and holistic treatments - detox, therapy, spiritual care - to support full recovery.","173","1025","","0","Compassionate Heroin Addiction Treatment Center in Woodland Hills","65","","0","Heroin Addiction Treatment Center","33","Table of Contents","17","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/addiction-treatment/heroin/","","","","","","295646","61438","61438","23.536","","2064","423","4.879","53.177","Fairly Hard","5.543","1","2","","1925","473","0","100.000","304","76","0","23","15","0","","","","","2cc044143690093bad20aba48b853db","0.317","Thu, 05 Feb 2026 03:38:19 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/addiction-treatment/heroin/","2026-03-11 21:10:13"
"https://irishealing.com/wp-content/uploads/2024/01/iris2.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","268451","268451","268451","102.838","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.049","Tue, 16 Sep 2025 01:37:38 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/uploads/2024/01/iris2.png","2026-03-11 21:10:14"
"https://irishealing.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.35.3","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.178","Thu, 05 Feb 2026 20:47:59 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.35.3","2026-03-11 21:10:14"
"https://irishealing.com/contact/","text/html; charset=UTF-8","200","OK","Indexable","","Contact Iris Healing® Retreat | Luxury Rehabilitation Center","60","529","Make a 100% confidential consultation when you contact Iris Healing® Retreat at (818) 435-3936. Visit our site to learn more or schedule an appointment.","152","949","","0","Contact Iris Healing for Compassionate Support","46","","0","Contact Us","10","Send us a Message","17","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/contact/","","","","","","257068","61187","61187","23.440","","735","187","3.930","70.018","Fairly Easy","2.842","1","1","","1056","473","0","100.000","277","68","0","22","14","0","","","","","57c8a043a437da8bdd06de5a7cfb5e9a","0.093","Mon, 24 Feb 2025 23:08:07 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/contact/","2026-03-11 21:10:14"
"https://irishealing.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.23.2","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.157","Tue, 06 Aug 2024 08:49:16 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.23.2","2026-03-11 21:10:14"
"https://irishealing.com/wp-content/uploads/2022/12/image-43-1-1.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1428","1428","1428","0.547","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.047","Tue, 16 Sep 2025 01:25:59 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/uploads/2022/12/image-43-1-1.webp","2026-03-11 21:10:14"
"https://irishealing.com/blog/how-to-help-alcohol-withdrawal/","text/html; charset=UTF-8","200","OK","Indexable","","How to Help Alcohol Withdrawal: Symptoms, Timeline, Home Care & When to Get Medical Help","88","843","Practical, medically cautious guidance on how to help alcohol withdrawal — symptoms, timeline, home care vs medical detox, common medicines, and when to seek emergency care.","173","1110","","0","How to Help Alcohol Withdrawal: Symptoms, Timeline, and When to Seek Medical Care","81","How to Help Alcohol Withdrawal: Symptoms, Timeline, and When to Seek Medical Care","81","Find Help Now","13","Recognizing Alcohol Withdrawal Symptoms","39","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/blog/how-to-help-alcohol-withdrawal/","","","","","","237615","58645","58645","22.466","","2328","433","5.376","40.536","Hard","7.861","1","2","","38","16","0","3.380","285","71","0","23","15","0","","","","","d34e7dce8b487684853da0432edfe9a2","0.208","Thu, 26 Feb 2026 18:08:30 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/blog/how-to-help-alcohol-withdrawal/","2026-03-11 21:10:14"
"https://irishealing.com/therapy/spiritual-counseling/","text/html; charset=UTF-8","200","OK","Indexable","","Spiritual Counseling Services - Iris Healing® - Los Angeles","59","516","Iris Healing offers spiritual counseling services in Los Angeles to help those struggling with addiction & mental illness. Call us at 844-663-4747.","147","875","","0","","0","","0","Spiritual Counseling Services","29","Get Help Today","14","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/therapy/spiritual-counseling/","","","","","","221273","52455","52455","20.095","","788","190","4.147","65.419","Normal","3.464","1","2","","1896","473","0","100.000","291","76","0","22","14","0","","","","","1d9cfbd1b66f016c87903a238cbd3e2c","0.333","Fri, 21 Mar 2025 05:12:25 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/therapy/spiritual-counseling/","2026-03-11 21:10:14"
"https://irishealing.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.35.3","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.278","Thu, 05 Feb 2026 20:47:59 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.35.3","2026-03-11 21:10:14"
"https://irishealing.com/addiction-treatment/xanax/","text/html; charset=UTF-8","200","OK","Indexable","","Xanax Addiction Treatment Center in Woodland Hills, CA | Iris Healing","69","619","Iris Healing’s comprehensive Xanax addiction treatment in Woodland Hills offers personalized, evidence-based & holistic care—including detox, therapy, and spiritual support.","173","1065","","0","Xanax Addiction Treatment Center in Woodland Hills","50","","0","Xanax Addiction Treatment Center","32","Table of Contents","17","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/addiction-treatment/xanax/","","","","","","286884","60762","60762","23.277","","2504","476","5.261","46.486","Hard","6.885","1","2","","1907","473","0","100.000","303","78","0","22","14","0","","","","","8670b1e89226b435959a0b26f2f3393","0.371","Thu, 10 Jul 2025 12:17:57 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/addiction-treatment/xanax/","2026-03-11 21:10:14"
"https://irishealing.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.35.3","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.054","Thu, 05 Feb 2026 20:47:59 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.35.3","2026-03-11 21:10:15"
"https://irishealing.com/wp-content/uploads/2026/02/medical-supervised-alcohol-detox-support-1024x559.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","70556","70556","70556","27.029","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.058","Thu, 26 Feb 2026 17:56:56 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/uploads/2026/02/medical-supervised-alcohol-detox-support-1024x559.jpg","2026-03-11 21:10:15"
"https://irishealing.com/intensive-outpatient-program-los-angeles/","text/html; charset=UTF-8","200","OK","Indexable","","Intensive Outpatient Program in Los Angeles | Iris Healing","58","514","Our premiere intensive outpatient program in Los Angeles utilizes evidence-based and holistic healing practices. Call Iris Healing at 844-663-4747.","147","895","","0","What are the daily hours and time commitment for the IOP program?","65","","0","Intensive Outpatient Program Los Angeles","40","Table of Contents","17","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/intensive-outpatient-program-los-angeles/","","","","","","242638","56340","56340","21.583","","1926","349","5.519","54.304","Fairly Hard","6.358","1","1","","2398","473","0","100.000","294","78","0","22","14","0","","","","","7d7d60625061631db05244d4e84338ce","0.114","Wed, 04 Mar 2026 20:31:19 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/intensive-outpatient-program-los-angeles/","2026-03-11 21:10:14"
"https://irishealing.com/wp-content/plugins/boliin-themer/assets/js/ajax-form.js?ver=6.9.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.142","Fri, 09 Jan 2026 00:31:43 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/plugins/boliin-themer/assets/js/ajax-form.js?ver=6.9.1","2026-03-11 21:10:15"
"https://irishealing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.35.3","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.148","Thu, 05 Feb 2026 20:47:59 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.35.3","2026-03-11 21:10:15"
"https://irishealing.com/wp-content/plugins/bdthemes-element-pack/assets/js/common/helper.min.js?ver=7.13.2","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.275","Sat, 24 Aug 2024 15:26:38 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/plugins/bdthemes-element-pack/assets/js/common/helper.min.js?ver=7.13.2","2026-03-11 21:10:15"
"https://irishealing.com/therapy/nutritional-therapy/","text/html; charset=UTF-8","200","OK","Indexable","","Nutritional Therapy - Iris Healing® Woodland Hills, CA","54","476","Nutritional therapy helps individuals maintain healthy habits during and after treatment. Call Iris Healing in Los Angeles at 844-663-4747 today.","145","883","","0","","0","","0","Nutritional Therapy","19","Scientific research has shown that sugar, caffeine, and white flour trigger drug and alcohol cravings.","102","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/therapy/nutritional-therapy/","","","","","","226972","54453","54453","20.860","","1219","252","4.837","64.719","Normal","4.580","1","2","","1897","473","0","100.000","291","76","0","22","14","0","","","","","3f47453257c73f9f2f3d4eb019a8f89a","0.190","Fri, 21 Mar 2025 05:10:13 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/therapy/nutritional-therapy/","2026-03-11 21:10:15"
"https://irishealing.com/addiction-treatment/iris-healing-retreat-los-angeles-ca/","text/html; charset=UTF-8","200","OK","Indexable","","Iris Healing Luxury Rehab in Los Angeles, CA","44","395","Iris Healing Luxury Rehab in Los Angeles, CA can help you conquer your Substance Abuse Disorder. Call us at 844-663-4747.","121","765","","0","","0","","0","Iris Healing Retreat – Los Angeles, CA","38","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/addiction-treatment/iris-healing-retreat-los-angeles-ca/","","","","","","262670","57393","57393","21.986","","1276","290","4.400","45.037","Hard","4.456","1","2","","1896","473","0","100.000","274","67","0","22","14","0","","","","","77b3d4a94bcf56d70d117107230f15dd","0.203","Wed, 18 Feb 2026 23:06:47 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/addiction-treatment/iris-healing-retreat-los-angeles-ca/","2026-03-11 21:10:15"
"https://irishealing.com/medication-assisted-treatment/","text/html; charset=UTF-8","200","OK","Indexable","","Medication-Assisted Treatment | Common Types - IRIS Healing","59","560","Medication-assisted treatment involves treating substance use disorder with medications tailored to a patient's need.","117","721","","0","","0","","0","Medication-Assisted Treatment","29","Table of Contents","17","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/medication-assisted-treatment/","","","","","","253946","57324","57324","21.960","","1852","416","4.452","52.393","Fairly Hard","6.015","1","1","","1919","473","0","100.000","293","75","0","31","23","0","","","","","be534888f56f0f0759cb057e61839d79","0.131","Mon, 12 Aug 2024 10:52:40 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/medication-assisted-treatment/","2026-03-11 21:10:15"
"https://irishealing.com/mental-health-treatment-los-angeles/depression/","text/html; charset=UTF-8","200","OK","Indexable","","Depression Treatment in Los Angeles, CA | Iris Healing®","55","501","At Iris Healing, our depression treatment in Los Angeles provides proven and holistic treatment for long-term success. Call 844-663-4747!","137","844","","0","","0","","0","Depression Treatment in Los Angeles","35","What Does Depression Look Like?","31","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/mental-health-treatment-los-angeles/depression/","","","","","","266123","59649","59649","22.850","","1993","364","5.475","47.953","Hard","6.124","1","2","","1902","473","0","100.000","301","78","0","22","14","0","","","","","ad3d5880b356a7acb4425b67f675eaf7","0.105","Thu, 19 Feb 2026 22:12:20 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/mental-health-treatment-los-angeles/depression/","2026-03-11 21:10:15"
"https://irishealing.com/alcohol-rehab-in-woodland-hills/","text/html; charset=UTF-8","200","OK","Indexable","","Alcohol Rehab in Woodland Hills | Iris Healing®","47","417","Iris Healing offers Alcohol Rehab in Woodland Hills, CA. Start your recovery journey today","90","547","","0","Alcohol Rehab in Woodland Hills","31","","0","Alcohol Rehab in Woodland Hills","31","What Is Alcohol Rehab?","22","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/alcohol-rehab-in-woodland-hills/","","","","","","275978","60442","60442","23.154","","2350","401","5.860","49.651","Hard","6.654","1","1","","1896","473","0","100.000","280","66","0","22","14","0","","","","","1ee5bf735ec984ca068bfd11b56f4d68","0.442","Wed, 03 Sep 2025 21:28:37 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/alcohol-rehab-in-woodland-hills/","2026-03-11 21:10:15"
"https://irishealing.com/wp-content/themes/boliin/assets/js/bootstrap.min.js?ver=6.9.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.190","Sat, 24 Aug 2024 15:23:53 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/themes/boliin/assets/js/bootstrap.min.js?ver=6.9.1","2026-03-11 21:10:15"
"https://irishealing.com/tour/","text/html; charset=UTF-8","200","OK","Indexable","","Tour - Los Angeles Rehab | Iris Healing® Retreat","48","429","Iris Healing® offers dual diagnosis recovery for addiction at our holistic luxury Los Angeles rehab. Call us now at 844-663-4747.","129","785","","0","","0","","0","Tour Our Los Angeles Rehab","26","Our Los Angeles Rehab Programs","30","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/tour/","","","","","","247621","55312","55312","21.189","","1019","214","4.762","59.618","Fairly Hard","3.761","1","1","","1920","473","0","100.000","313","102","0","23","15","0","","","","","189d2b6fc9accd6f8cf4e972643f2c2","0.192","Wed, 30 Apr 2025 00:13:53 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/tour/","2026-03-11 21:10:15"
"https://irishealing.com/wp-content/uploads/2026/02/supportive-care-alcohol-withdrawal-recovery-1024x559.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","64405","64405","64405","24.672","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.054","Thu, 26 Feb 2026 18:08:10 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/uploads/2026/02/supportive-care-alcohol-withdrawal-recovery-1024x559.jpg","2026-03-11 21:10:16"
"https://irishealing.com/wp-content/themes/boliin/style.css?ver=6.9.1","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.234","Sat, 24 Aug 2024 15:23:47 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/themes/boliin/style.css?ver=6.9.1","2026-03-11 21:10:15"
"https://irishealing.com/partial-hospitalization-program-los-angeles/","text/html; charset=UTF-8","200","OK","Indexable","","Partial Hospitalization Program in Los Angeles | Iris Healing","61","531","At Iris Healing, our Partial Hospitalization Program in Los Angeles is designed to provide intensive treatment with more flexibility than inpatient care,","153","909","","0","","0","","0","Partial Hospitalization Program in Los Angeles","46","Table of Contents","17","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/partial-hospitalization-program-los-angeles/","","","","","","249558","56167","56167","21.517","","1892","335","5.648","50.817","Fairly Hard","6.165","1","1","","2399","473","0","100.000","297","77","0","22","14","0","","","","","f7e0f3c3108d9b9e2d0ac1e791041ad5","0.241","Fri, 19 Dec 2025 15:57:03 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/partial-hospitalization-program-los-angeles/","2026-03-11 21:10:15"
